date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-21 18:24:31,NastyBlaq,,18,50,827,"Bomboclaatpic.twitter.com/7B3SDMtC37",,,,1219687230966583296,https://twitter.com/NastyBlaq/status/1219687230966583296
2020-01-20 20:58:26,NastyBlaq,OkikiDft_,1,0,8,"Apt",,,,1219363578324619267,https://twitter.com/NastyBlaq/status/1219363578324619267
2020-01-20 20:56:44,NastyBlaq,,7,12,338,"Things about to get nasty You’re not ready dears",,,,1219363151394824192,https://twitter.com/NastyBlaq/status/1219363151394824192
2020-01-19 22:49:56,NastyBlaq,iamcardib,5,5,120,"Follow back or I'll delete my Twitter account",,,,1219029250193477632,https://twitter.com/NastyBlaq/status/1219029250193477632
2020-01-19 19:55:32,NastyBlaq,,12,25,504,"Liverpool has won the league!! Una still won argue?",,,,1218985362934194176,https://twitter.com/NastyBlaq/status/1218985362934194176
2020-01-17 17:03:43,NastyBlaq,zfancytv,1,0,11,"At all o",,,,1218217347351183361,https://twitter.com/NastyBlaq/status/1218217347351183361
2020-01-17 16:59:57,NastyBlaq,,16,17,371,"Home sweet home",,,,1218216397379178497,https://twitter.com/NastyBlaq/status/1218216397379178497
2020-01-17 13:22:14,NastyBlaq,officialnairam1,4,2,173,"Deep",,,,1218161608675012608,https://twitter.com/NastyBlaq/status/1218161608675012608
2020-01-16 08:23:39,NastyBlaq,,104,414,2334,"LETS BREAK THIS TABLEpic.twitter.com/kgJ12l0HqT",,,,1217724080977215496,https://twitter.com/NastyBlaq/status/1217724080977215496
2020-01-14 15:27:22,NastyBlaq,DaddyTheBoy,25,184,990,"Once upon a time, my comedy name was ""Nasty_Comedy"" https://twitter.com/DaddyTheBoy/status/1217098778974572544 …",,,,1217105934868275201,https://twitter.com/NastyBlaq/status/1217105934868275201
2020-01-14 15:17:14,NastyBlaq,,171,25,358,"PES or FIFA ?",,,,1217103384752402432,https://twitter.com/NastyBlaq/status/1217103384752402432
2020-01-13 21:43:05,NastyBlaq,Cutewalterr,0,0,7,"",,,,1216838098203463680,https://twitter.com/NastyBlaq/status/1216838098203463680
2020-01-13 08:17:00,NastyBlaq,,444,3786,10744,"When you think you are finally freepic.twitter.com/E8H4447LVs",,,,1216635243295334400,https://twitter.com/NastyBlaq/status/1216635243295334400
2020-01-13 07:36:31,NastyBlaq,philips_Nonny,0,0,2,"Thanks bro",,,,1216625053170851840,https://twitter.com/NastyBlaq/status/1216625053170851840
2020-01-13 07:36:24,NastyBlaq,StaggarSterllin,2,0,3,"Yes o",,,,1216625025656270849,https://twitter.com/NastyBlaq/status/1216625025656270849
2020-01-13 07:26:42,NastyBlaq,,22,80,952,"I have collected premium slaps from my uncle Craze Clown, local man is heading home today! Skit by 9am!",,,,1216622582490914816,https://twitter.com/NastyBlaq/status/1216622582490914816
2020-01-10 08:30:35,NastyBlaq,,107,635,6398,"When she thinks you can never find someone like her !pic.twitter.com/58Gyd3mKZr",,,,1215551497032826880,https://twitter.com/NastyBlaq/status/1215551497032826880
2020-01-10 08:26:45,NastyBlaq,,9,47,702,"Zfancy too good abeg",,,,1215550531319607297,https://twitter.com/NastyBlaq/status/1215550531319607297
2020-01-09 10:02:46,NastyBlaq,Gyamfim1,2,1,37,"",,,,1215212306470227968,https://twitter.com/NastyBlaq/status/1215212306470227968
2020-01-09 10:02:29,NastyBlaq,Abyfun_bae,0,0,10,"",,,,1215212238384041984,https://twitter.com/NastyBlaq/status/1215212238384041984
2020-01-09 10:02:12,NastyBlaq,,19,65,595,"F**k them, they need to talk about you to get attention because if they spoke about themselves no one would actually give a f**k",,,,1215212163675148290,https://twitter.com/NastyBlaq/status/1215212163675148290
2020-01-09 09:52:32,NastyBlaq,,73,139,1489,"For crying out loud, is Nigeria not hard enough? Please stop hating on my skits !!!!",,,,1215209730928513025,https://twitter.com/NastyBlaq/status/1215209730928513025
2020-01-08 08:49:12,NastyBlaq,,632,6243,20001,"When she thinks she is the only one in the worldpic.twitter.com/CRj6Ry13Mk",,,,1214831404758052864,https://twitter.com/NastyBlaq/status/1214831404758052864
2020-01-07 19:45:01,NastyBlaq,,34,79,579,"Imagine buhari says MARLIANS come forward to represent Nigeria for WW3",,,,1214634061517471747,https://twitter.com/NastyBlaq/status/1214634061517471747
2020-01-06 09:04:30,NastyBlaq,,241,2136,5421,"When you test future weed for the first time pic.twitter.com/BL88yFdA6N",,,,1214110482866589696,https://twitter.com/NastyBlaq/status/1214110482866589696
2020-01-05 22:00:05,NastyBlaq,,17,40,583,"NASTIANS Get ready for my first skit of 2020 tomorrow 9am",,,,1213943276635611139,https://twitter.com/NastyBlaq/status/1213943276635611139
2020-01-04 12:00:25,NastyBlaq,,25,31,579,"Who's ready for my New year skit?",,,,1213429975195570177,https://twitter.com/NastyBlaq/status/1213429975195570177
2020-01-02 09:21:37,NastyBlaq,,142,388,5399,"Please nobody should ask me when I’m coming back !!pic.twitter.com/MpfYP18mZa",,,,1212665236114853888,https://twitter.com/NastyBlaq/status/1212665236114853888
2020-01-01 10:44:33,NastyBlaq,,20,252,1091,"Bad Energy stay far away!!!!pic.twitter.com/BpSissrOC5",,,,1212323722390130688,https://twitter.com/NastyBlaq/status/1212323722390130688
2020-01-01 10:15:06,NastyBlaq,,8,20,328,"2020 go deliver for us! Happy New year",,,,1212316307854626817,https://twitter.com/NastyBlaq/status/1212316307854626817
