date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-02-06 15:41:41,mrmacaronii,nocapng,1,0,5,"she is not doing well. Ooin!! I say Ooin!! Bless your heart.",,,,1225444458830929920,https://twitter.com/mrmacaronii/status/1225444458830929920
2020-02-06 15:32:21,mrmacaronii,Omojuwa,3,1,14,"You are doing well the One and Only Omojuwa!!! Ooin!",,,,1225442109790003202,https://twitter.com/mrmacaronii/status/1225442109790003202
2020-02-06 03:03:06,mrmacaronii,jamesonisaac1,1,0,2,"Amen Bless your heart.",,,,1225253556460060674,https://twitter.com/mrmacaronii/status/1225253556460060674
2020-02-06 02:34:06,mrmacaronii,gentry_mama,2,2,19,"Ooin!! I say Ooin!!",,,,1225246259323293697,https://twitter.com/mrmacaronii/status/1225246259323293697
2020-02-05 12:29:34,mrmacaronii,69FuckingIdeas,0,0,0,"God bless you",,,,1225033725089603589,https://twitter.com/mrmacaronii/status/1225033725089603589
2020-02-05 11:55:48,mrmacaronii,itsAdeRose,1,0,5,"Bless your heart",,,,1225025224321765377,https://twitter.com/mrmacaronii/status/1225025224321765377
2020-02-05 11:55:18,mrmacaronii,TanieKomo,1,2,5,"Tell her she is doing well",,,,1225025101856460807,https://twitter.com/mrmacaronii/status/1225025101856460807
2020-02-05 11:54:42,mrmacaronii,UzoegboF,1,0,0,"Cos I’m a gentle and freaky daddy",,,,1225024950165295104,https://twitter.com/mrmacaronii/status/1225024950165295104
2020-02-05 11:54:09,mrmacaronii,obasuyipatienc,0,0,2,"Bless your heart",,,,1225024811757457408,https://twitter.com/mrmacaronii/status/1225024811757457408
2020-02-05 10:52:38,mrmacaronii,_theeke_,1,2,7,"You are one out of hundreds of thousands. I don’t expect everyone to like my works. It’s your view and it could have been better shared. You can’t call me annoying and expect me not to take offense. That being said, I won’t dignify you with another response. Not worth my time.",,,,1225009329616687106,https://twitter.com/mrmacaronii/status/1225009329616687106
2020-02-05 10:44:36,mrmacaronii,_theeke_,21,2,31,"I never reply msgs like this. Cos they are like 2% out of 100% so I ask myself; why focus on the negative? But you must be high on some cheap crack to RT my stuff and call me annoying? Do I strike you like someone you can bully?",,,,1225007307483992064,https://twitter.com/mrmacaronii/status/1225007307483992064
2020-02-05 10:40:34,mrmacaronii,_theeke_,2,0,1,"Go and ask your people at home. Ko Ko fucking danu lori mention fun mi. Arindin wo leleyi? I beg you to watch them?",,,,1225006293120946178,https://twitter.com/mrmacaronii/status/1225006293120946178
2020-02-05 10:37:32,mrmacaronii,KBanky1,0,0,0,"",,,,1225005530634211328,https://twitter.com/mrmacaronii/status/1225005530634211328
2020-02-05 10:37:18,mrmacaronii,Hijay09,2,0,1,"Hello Freaky Freaky",,,,1225005472970919936,https://twitter.com/mrmacaronii/status/1225005472970919936
2020-02-05 08:58:45,mrmacaronii,,204,1674,3987,"Don’t touch that dial pic.twitter.com/83brBKu28g",,,,1224980671145422848,https://twitter.com/mrmacaronii/status/1224980671145422848
2020-02-01 08:38:12,mrmacaronii,,293,1178,2902,"Is this the new style? pic.twitter.com/Z4tEAXyR8v",,,,1223525948726923265,https://twitter.com/mrmacaronii/status/1223525948726923265
2020-01-31 04:51:15,mrmacaronii,_Taaooma,1,1,22,"Edakun ooooo why are you like this Taoo??",,,,1223106444683169792,https://twitter.com/mrmacaronii/status/1223106444683169792
2020-01-30 02:32:14,mrmacaronii,FshawKingFisher,3,0,10,"Ooin I am doing well.",,,,1222709072044199936,https://twitter.com/mrmacaronii/status/1222709072044199936
2020-01-29 23:43:51,mrmacaronii,FshawKingFisher,4,2,10,"Fantabulous! You are doing well",,,,1222666700031758337,https://twitter.com/mrmacaronii/status/1222666700031758337
2020-01-29 08:45:55,mrmacaronii,,211,964,2417,"Did I do well this time? pic.twitter.com/n3POuqNEmX",,,,1222440727386435584,https://twitter.com/mrmacaronii/status/1222440727386435584
2020-01-27 09:05:38,mrmacaronii,,120,784,1953,"A family reunion pic.twitter.com/EWNZCNIjAy",,,,1221720911239315456,https://twitter.com/mrmacaronii/status/1221720911239315456
2020-01-25 08:57:30,mrmacaronii,,88,557,1635,"Hello Freaky Freaky pic.twitter.com/WhJveM90QC",,,,1220994089379823616,https://twitter.com/mrmacaronii/status/1220994089379823616
2020-01-24 10:13:15,mrmacaronii,,83,192,1004,"I just signed my first Brand Ambassadorship Deal! The first of many to come. God for us all pic.twitter.com/l3PEgXiDf3",,,,1220650763439034368,https://twitter.com/mrmacaronii/status/1220650763439034368
2020-01-22 09:33:08,mrmacaronii,,40,227,840,"Sigh pic.twitter.com/KpOaJyybOF",,,,1219915894119370752,https://twitter.com/mrmacaronii/status/1219915894119370752
2020-01-19 13:53:48,mrmacaronii,,15,52,258,"You are doing Well!!",,,,1218894329852432384,https://twitter.com/mrmacaronii/status/1218894329852432384
2020-01-18 13:21:18,mrmacaronii,YarKafanchan,1,0,0,"So you don’t have any words for a lady irrespective of how she looks, flirting with a married man right in the presence of his wife??",,,,1218523759663112193,https://twitter.com/mrmacaronii/status/1218523759663112193
2020-01-18 13:04:09,mrmacaronii,YarKafanchan,2,0,5,"I already mentioned the message I intended to pass across with the video. You have a right to interpret it however. I respect that. What I won’t have is you paint me as a brute. I said I do not mind us having a constructive discussion on the TL but you choose to throw tantrums.",,,,1218519444781174785,https://twitter.com/mrmacaronii/status/1218519444781174785
2020-01-18 12:58:08,mrmacaronii,YarKafanchan,3,7,58,"I didn’t dehumanize anyone! That lady is a professional Actor who is doing excellently well for herself. She has featured in many successful projects. I wouldn’t be the first to cast Actors like her. There is Peter Dinklage( Tyrion Lannister) who is one of Hollywood’s finest.",,,,1218517932231274496,https://twitter.com/mrmacaronii/status/1218517932231274496
2020-01-18 12:49:24,mrmacaronii,YarKafanchan,12,3,59,"What I wanted to achieve with the video was to present a rather irresponsible man who said he has only 15k to spare for his own children but yet could afford to give a total stranger 200k to satisfy his lustful desire. That was the the intended crux.",,,,1218515732721553408,https://twitter.com/mrmacaronii/status/1218515732721553408
2020-01-18 12:44:57,mrmacaronii,YarKafanchan,1,1,7,"The Society and the people living within it create the raw materials for the Artist to create his/her Art, Although some presentation of the Art might come out as ‘sensitive’ or ‘offensive’ which is what I wish for us to discuss constructively.",,,,1218514613819596801,https://twitter.com/mrmacaronii/status/1218514613819596801
2020-01-18 12:41:50,mrmacaronii,YarKafanchan,8,3,38,"Hello Mother, thank you for your comment. I see your point and honestly, I have been discussing with some of my friends as to the sensitivity of the content. I wish to object by saying; Everyone and Everything is a material for the Artist. What we may discuss is the delivery.",,,,1218513827534442496,https://twitter.com/mrmacaronii/status/1218513827534442496
2020-01-18 08:20:06,mrmacaronii,,407,1836,3695,"Oluwa, Wetin dey occur ? pic.twitter.com/RiKZVAd9FQ",,,,1218447962667454464,https://twitter.com/mrmacaronii/status/1218447962667454464
2020-01-15 08:43:22,mrmacaronii,,102,761,1554,"I’m not doing well rn pic.twitter.com/Q15hDZ26qv",,,,1217366652720951297,https://twitter.com/mrmacaronii/status/1217366652720951297
2020-01-13 19:31:47,mrmacaronii,,18,74,420,"Oluwa!! Wetin you dey plant?? See as I just dey germinate... #YouAreDoingWellpic.twitter.com/FTlvH6n894",,,#YouAreDoingWellpic,1216805057435504640,https://twitter.com/mrmacaronii/status/1216805057435504640
2020-01-12 16:28:26,mrmacaronii,,7,27,207,"Thanking you guys for all the love so far!! The follows, RT’s, Likes and Comments... I see all. God bless us all. #YouAreDoingWell",,,#YouAreDoingWell,1216396529705148416,https://twitter.com/mrmacaronii/status/1216396529705148416
2020-01-12 16:21:35,mrmacaronii,Peruzzi_VIBES,4,32,199,"Are you diaaaa??? Fantabulous!! https://twitter.com/Peruzzi_VIBES/status/1216358899227545600 …",,,,1216394805888069632,https://twitter.com/mrmacaronii/status/1216394805888069632
2020-01-11 08:49:06,mrmacaronii,,144,950,1858,"Freaky Meets Spicy pic.twitter.com/NhMu1Hol0X",,,,1215918544136949761,https://twitter.com/mrmacaronii/status/1215918544136949761
2020-01-08 08:50:10,mrmacaronii,,24,254,741,"What Just Happened?? pic.twitter.com/y2vVKf9D1d",,,,1214831652083515392,https://twitter.com/mrmacaronii/status/1214831652083515392
2020-01-04 09:00:17,mrmacaronii,,330,2359,3783,"What will you do?? Be honest!! pic.twitter.com/baDpB7VlQO",,,,1213384644336537600,https://twitter.com/mrmacaronii/status/1213384644336537600
2020-01-02 08:44:03,mrmacaronii,,47,408,873,"What should I do?? pic.twitter.com/vc43btcdWD",,,,1212655784418516992,https://twitter.com/mrmacaronii/status/1212655784418516992
